UTC time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
16:13:33, 937, 728, 90922, 6.60, 279.90, 19.45, 48.10,  ,  ,  , 4.7
16:13:34, 942, 733, 90866, 5.85, 274.30, 19.39, 48.25,  , 41.468310, 1.918928, 4.8
16:13:35, 948, 739, 90810,  ,  , 19.34, 48.40,  ,  ,  , 4.8
16:13:36, 953, 744, 90754,  ,  , 19.30, 48.55,  ,  ,  , 4.9
16:13:37, 958, 749, 90698,  ,  , 19.23, 48.70,  ,  ,  , 5.0
16:13:38, 964, 755, 90634, 5.85, 274.30, 19.17, 48.75,  ,  ,  , 5.1
16:13:39, 971, 762, 90570, 4.95, 273.00, 19.13, 48.90,  ,  ,  , 5.2
16:13:40, 977, 768, 90506, 5.10, 260.90, 19.05, 49.05,  , 41.468287, 1.918558, 5.3
16:13:41, 983, 774, 90437,  ,  , 19.02, 49.25,  ,  ,  , 5.4
16:13:42, 989, 780, 90371,  ,  , 18.98, 49.40,  ,  ,  , 5.6
16:13:43, 996, 787, 90306,  ,  , 18.93, 49.45,  ,  ,  , 5.7
16:13:44, 1003, 794, 90227, 4.50, 273.90, 18.90, 49.55,  ,  ,  , 5.9
16:13:45, 1010, 801, 90151, 2.75, 272.70, 18.87, 49.65,  ,  ,  , 6.1
16:13:46, 1018, 809, 90076, 2.75, 250.80, 18.81, 49.75,  , 41.468263, 1.918255, 6.3
16:13:47, 1024, 815, 90007,  ,  , 18.76, 49.75,  ,  ,  , 6.4
16:13:48, 1031, 822, 89936,  ,  , 18.73, 49.80,  ,  ,  , 6.5
16:13:49, 1038, 829, 89866,  ,  , 18.70, 49.90,  ,  ,  , 6.6
16:13:50, 1044, 835, 89800, 3.15, 213.50, 18.64, 50.05,  ,  ,  , 6.6
16:13:51, 1050, 841, 89735, 3.80, 193.10, 18.59, 50.15,  ,  ,  , 6.6
16:13:52, 1057, 848, 89670, 5.80, 217.10, 18.58, 50.25, 30.50, 41.468133, 1.918108, 6.6
16:13:53, 1064, 855, 89598, 5.80, 217.10, 18.53, 50.25,  ,  ,  , 6.7
16:13:54, 1071, 862, 89526, 5.95, 214.60, 18.47, 50.15,  ,  ,  , 6.7
16:13:55, 1077, 868, 89454, 6.20, 229.00, 18.43, 50.15,  , 41.468003, 1.918017, 6.8
16:13:56, 1084, 875, 89387, 4.95, 213.40, 18.39, 50.20,  ,  ,  , 6.8
16:13:57, 1090, 881, 89322, 4.95, 232.20, 18.38, 50.35,  ,  ,  , 6.7
16:13:58, 1096, 887, 89258, 4.85, 229.10, 18.35, 50.60,  , 41.467875, 1.917842, 6.6
16:13:59, 1102, 893, 89199,  ,  , 18.34, 50.75,  ,  ,  , 6.5
16:14:00, 1108, 899, 89136,  ,  , 18.31, 50.90,  ,  ,  , 6.5
16:14:01, 1114, 905, 89074,  ,  , 18.27, 51.00,  ,  ,  , 6.4
16:14:03, 1128, 919, 88933, 4.80, 237.40, 18.20, 51.20,  ,  ,  , 6.4
16:14:04, 1134, 925, 88864, 6.05, 243.60, 18.16, 51.30,  , 41.467735, 1.917572, 6.5
16:14:05, 1142, 933, 88788, 6.05, 243.60, 18.12, 51.45,  ,  ,  , 6.5
16:14:06, 1149, 940, 88716, 6.05, 243.60, 18.11, 51.50,  ,  ,  , 6.5
16:14:07, 1156, 947, 88644, 5.75, 222.10, 18.04, 51.60,  , 41.467628, 1.917410, 6.5
16:14:08, 1163, 954, 88570, 6.50, 237.30, 18.02, 51.70,  ,  ,  , 6.6
16:14:09, 1170, 961, 88494, 6.35, 226.40, 17.98, 51.80,  ,  ,  , 6.7
16:14:10, 1178, 969, 88418, 6.35, 249.60, 17.94, 51.90,  , 41.467502, 1.917185, 6.8
16:14:11, 1185, 976, 88343, 3.95, 216.40, 17.88, 51.95,  ,  ,  , 6.9
16:14:12, 1192, 983, 88270, 3.95, 216.40, 17.83, 52.05,  ,  ,  , 7.0
16:14:13, 1199, 990, 88198, 4.65, 232.80, 17.77, 52.20,  , 41.467467, 1.917105, 7.1
16:14:14, 1208, 999, 88110, 5.40, 238.00, 17.72, 52.30,  ,  ,  , 7.2
16:14:15, 1216, 1007, 88021, 5.25, 219.60, 17.68, 52.35,  ,  ,  , 7.4
16:14:16, 1225, 1016, 87932, 4.40, 233.20, 17.61, 52.45,  , 41.467387, 1.916972, 7.5
16:14:18, 1243, 1034, 87753, 5.65, 215.90, 17.46, 52.65,  ,  ,  , 7.8
16:14:19, 1251, 1042, 87666, 4.95, 250.20, 17.39, 52.80, 29.75, 41.467280, 1.916797, 7.9
16:14:20, 1260, 1051, 87577,  ,  , 17.30, 52.90,  ,  ,  , 8.0
16:14:21, 1269, 1060, 87484,  ,  , 17.20, 53.05,  ,  ,  , 8.2
16:14:22, 1278, 1069, 87392,  ,  , 17.12, 53.15,  ,  ,  , 8.3
16:14:23, 1287, 1078, 87299, 2.65, 232.80, 16.99, 53.20,  ,  ,  , 8.4
16:14:24, 1296, 1087, 87207, 2.65, 246.40, 16.87, 53.40,  ,  ,  , 8.6
16:14:25, 1305, 1096, 87116, 1.55, 216.50, 16.79, 53.55,  , 41.467185, 1.916643, 8.7
16:14:26, 1314, 1105, 87027,  ,  , 16.68, 53.75,  ,  ,  , 8.8
16:14:27, 1322, 1113, 86940,  ,  , 16.61, 54.00,  ,  ,  , 8.8
16:14:28, 1331, 1122, 86854,  ,  , 16.51, 54.20,  ,  ,  , 8.8
16:14:29, 1338, 1129, 86782, 3.60, 218.40, 16.40, 54.40,  ,  ,  , 8.7
16:14:30, 1345, 1136, 86709, 6.15, 248.10, 16.26, 54.55,  ,  ,  , 8.6
16:14:31, 1352, 1143, 86636, 4.40, 283.60, 16.19, 54.55,  , 41.467100, 1.916445, 8.5
16:14:33, 1369, 1160, 86464, 6.60, 262.70, 15.98, 54.60,  ,  ,  , 8.3
16:14:34, 1378, 1169, 86380, 3.25, 277.10, 15.87, 54.75,  , 41.467087, 1.916283, 8.3
16:14:35, 1385, 1176, 86304, 0.10, 277.10, 15.77, 54.95,  ,  ,  , 8.2
16:14:36, 1393, 1184, 86226, 4.60, 258.90, 15.67, 55.25,  ,  ,  , 8.1
16:14:37, 1400, 1191, 86148, 4.90, 247.90, 15.59, 55.55,  , 41.467052, 1.916120, 8.0
16:14:38, 1408, 1199, 86072, 4.85, 247.90, 15.50, 55.65,  ,  ,  , 7.8
16:14:39, 1415, 1206, 86001, 5.50, 263.30, 15.40, 55.75,  ,  ,  , 7.7
16:14:40, 1422, 1213, 85930, 4.60, 242.20, 15.31, 55.85,  , 41.467030, 1.916017, 7.6
16:14:41, 1429, 1220, 85858, 4.60, 242.20, 15.22, 55.95,  ,  ,  , 7.6
16:14:42, 1437, 1228, 85784, 4.40, 240.90, 15.15, 56.10,  ,  ,  , 7.6
16:14:43, 1444, 1235, 85710, 5.55, 253.20, 15.07, 56.20,  , 41.466990, 1.915850, 7.6
16:14:44, 1452, 1243, 85632, 4.30, 261.40, 14.99, 56.35,  ,  ,  , 7.6
16:14:45, 1459, 1250, 85553, 4.30, 261.40, 14.88, 56.45,  ,  ,  , 7.7
16:14:46, 1467, 1258, 85474, 5.35, 239.30, 14.81, 56.70, 28.75, 41.466942, 1.915663, 7.6
16:14:47, 1476, 1267, 85389, 5.35, 239.30, 14.71, 56.90,  ,  ,  , 7.5
16:14:48, 1484, 1275, 85307, 6.10, 238.20, 14.61, 57.25,  ,  ,  , 7.6
16:14:49, 1492, 1283, 85226, 2.70, 254.20, 14.55, 57.60,  , 41.466897, 1.915490, 7.6
16:14:50, 1500, 1291, 85141, 5.10, 229.00, 14.39, 57.95,  ,  ,  , 7.7
16:14:51, 1509, 1300, 85054, 4.95, 199.70, 14.37, 58.25,  ,  ,  , 7.8
16:14:52, 1518, 1309, 84968, 6.90, 222.40, 14.34, 58.60,  , 41.466800, 1.915380, 7.9
16:14:53, 1526, 1317, 84887,  ,  , 14.24, 59.00,  ,  ,  , 8.0
16:14:54, 1534, 1325, 84804,  ,  , 14.17, 59.20,  ,  ,  , 8.1
16:14:55, 1542, 1333, 84722,  ,  , 14.12, 59.35,  ,  ,  , 8.2
16:14:56, 1551, 1342, 84638, 5.70, 248.00, 14.02, 59.45,  ,  ,  , 8.3
16:14:57, 1559, 1350, 84557, 4.10, 232.70, 13.95, 59.65,  ,  ,  , 8.3
16:14:58, 1567, 1358, 84476, 4.60, 244.50, 13.84, 59.85,  , 41.466617, 1.915073, 8.3
16:15:00, 1586, 1377, 84291, 3.25, 249.40, 13.66, 60.30,  ,  ,  , 8.5
16:15:01, 1595, 1386, 84198, 4.85, 305.70, 13.57, 60.50,  , 41.466647, 1.914860, 8.6
16:15:04, 1622, 1413, 83930, 4.50, 265.30, 13.32, 61.20,  , 41.466662, 1.914742, 8.7
16:15:06, 1639, 1430, 83757, 5.65, 260.30, 13.14, 61.60,  ,  ,  , 8.8
16:15:07, 1648, 1439, 83670, 2.35, 227.60, 13.04, 61.90,  , 41.466593, 1.914557, 8.8
16:15:09, 1665, 1456, 83499,  ,  , 12.86, 62.35,  ,  ,  , 8.8
16:15:10, 1674, 1465, 83414,  ,  , 12.77, 62.50,  ,  ,  , 8.9
16:15:12, 1692, 1483, 83232, 3.60, 224.80, 12.64, 63.15,  ,  ,  , 8.9
16:15:13, 1702, 1493, 83142, 6.40, 253.50, 12.57, 63.50, 27.50, 41.466502, 1.914303, 8.9
16:15:15, 1720, 1511, 82958, 6.30, 247.40, 12.43, 64.00,  ,  ,  , 9.0
16:15:16, 1730, 1521, 82866, 3.75, 261.80, 12.36, 64.25,  , 41.466458, 1.914137, 9.0
16:15:17, 1739, 1530, 82776,  ,  , 12.28, 64.50,  ,  ,  , 9.0
16:15:18, 1748, 1539, 82690,  ,  , 12.19, 64.70,  ,  ,  , 9.0
16:15:19, 1756, 1547, 82604,  ,  , 12.11, 64.85,  ,  ,  , 9.0
16:15:23, 1789, 1580, 82282,  ,  , 11.80, 65.75,  ,  ,  , 8.9
16:15:24, 1798, 1589, 82201,  ,  , 11.71, 65.95,  ,  ,  , 8.8
16:15:25, 1806, 1597, 82120,  ,  , 11.60, 66.20,  ,  ,  , 8.7
16:15:26, 1815, 1606, 82031, 4.05, 259.80, 11.56, 66.40,  ,  ,  , 8.7
16:15:27, 1824, 1615, 81944, 7.00, 251.90, 11.49, 66.65,  ,  ,  , 8.6
16:15:28, 1833, 1624, 81858, 4.10, 270.20, 11.45, 66.90,  , 41.466308, 1.913328, 8.6
16:15:29, 1842, 1633, 81771, 4.10, 270.20, 11.38, 67.10,  ,  ,  , 8.6
16:15:30, 1851, 1642, 81681, 4.90, 285.10, 11.29, 67.40,  ,  ,  , 8.6
16:15:31, 1860, 1651, 81592, 2.50, 234.10, 11.21, 67.70,  , 41.466308, 1.913228, 8.7
16:15:32, 1869, 1660, 81505, 2.50, 234.10, 11.12, 68.00,  ,  ,  , 8.6
16:15:33, 1877, 1668, 81423, 3.25, 282.40, 11.04, 68.35,  ,  ,  , 8.6
16:15:34, 1886, 1677, 81342, 4.15, 266.50, 10.95, 68.70,  , 41.466300, 1.913060, 8.6
16:15:35, 1894, 1685, 81259,  ,  , 10.88, 69.00,  ,  ,  , 8.7
16:15:36, 1903, 1694, 81175,  ,  , 10.81, 69.30,  ,  ,  , 8.8
16:15:37, 1912, 1703, 81092,  ,  , 10.74, 69.65,  ,  ,  , 8.8
16:15:38, 1919, 1710, 81020, 0.05, 284.30, 10.64, 69.95,  ,  ,  , 8.7
16:15:39, 1926, 1717, 80948, 4.20, 285.80, 10.59, 70.30,  ,  ,  , 8.6
16:15:40, 1934, 1725, 80876, 2.65, 332.90, 10.51, 70.60, 26.00, 41.466323, 1.912905, 8.4
16:15:41, 1941, 1732, 80804, 3.60, 273.10, 10.45, 70.95,  ,  ,  , 8.3
16:15:42, 1948, 1739, 80735, 4.05, 308.40, 10.37, 71.25,  ,  ,  , 8.1
16:15:43, 1956, 1747, 80666, 2.55, 253.40, 10.30, 71.50,  , 41.466365, 1.912757, 7.9
16:15:44, 1964, 1755, 80589,  ,  , 10.23, 71.75,  ,  ,  , 8.0
16:15:45, 1972, 1763, 80509,  ,  , 10.16, 72.00,  ,  ,  , 7.9
16:15:46, 1980, 1771, 80430,  ,  , 10.06, 72.25,  ,  ,  , 7.9
16:15:50, 2007, 1798, 80176,  ,  , 9.82, 73.05,  ,  ,  , 7.3
16:15:51, 2013, 1804, 80113,  ,  , 9.75, 73.40,  ,  ,  , 7.3
16:15:52, 2020, 1811, 80050,  ,  , 9.70, 73.70,  ,  ,  , 7.2
16:15:53, 2026, 1817, 79991,  ,  , 9.63, 73.75,  ,  ,  , 7.1
16:15:54, 2032, 1823, 79934,  ,  , 9.57, 73.85,  ,  ,  , 7.0
16:15:55, 2038, 1829, 79878,  ,  , 9.51, 74.05,  ,  ,  , 6.9
16:15:56, 2043, 1834, 79824,  ,  , 9.44, 74.35,  ,  ,  , 6.6
16:15:57, 2049, 1840, 79771,  ,  , 9.38, 74.65,  ,  ,  , 6.4
16:15:58, 2054, 1845, 79718,  ,  , 9.31, 74.65,  ,  ,  , 6.2
16:15:59, 2061, 1852, 79653, 2.95, 257.00, 9.24, 74.60,  ,  ,  , 6.2
16:16:00, 2068, 1859, 79589, 3.40, 222.90, 9.17, 74.55,  ,  ,  , 6.2
16:16:01, 2075, 1866, 79526, 3.00, 265.20, 9.10, 74.40,  , 41.466247, 1.912347, 6.3
16:16:04, 2095, 1886, 79332, 2.40, 250.60, 8.90, 73.80,  , 41.466213, 1.912297, 6.3
16:16:06, 2108, 1899, 79207, 1.70, 265.80, 8.77, 73.80,  ,  ,  , 6.3
16:16:07, 2114, 1905, 79146, 2.70, 213.60, 8.75, 73.90, 24.50, 41.466167, 1.912247, 6.4
16:16:08, 2120, 1911, 79089, 2.70, 198.80, 8.75, 74.00,  ,  ,  , 6.4
16:16:09, 2126, 1917, 79031, 2.70, 198.80, 8.65, 74.20,  ,  ,  , 6.4
16:16:10, 2133, 1924, 78974, 2.15, 198.40, 8.57, 74.40,  , 41.466115, 1.912198, 6.4
16:16:11, 2139, 1930, 78914,  ,  , 8.52, 74.70,  ,  ,  , 6.5
16:16:12, 2145, 1936, 78856,  ,  , 8.41, 75.00,  ,  ,  , 6.4
16:16:13, 2151, 1942, 78798,  ,  , 8.35, 75.40,  ,  ,  , 6.4
16:16:14, 2158, 1949, 78733, 1.80, 161.00, 8.29, 75.80,  ,  ,  , 6.4
16:16:15, 2164, 1955, 78671, 2.15, 162.30, 8.23, 76.25,  ,  ,  , 6.4
16:16:16, 2171, 1962, 78610, 3.00, 178.80, 8.19, 76.65,  , 41.466022, 1.912160, 6.3
16:16:17, 2177, 1968, 78550, 1.40, 277.20, 8.14, 77.10,  ,  ,  , 6.3
16:16:18, 2184, 1975, 78490, 3.10, 174.90, 8.06, 77.45,  ,  ,  , 6.3
16:16:19, 2190, 1981, 78430, 1.05, 197.50, 7.99, 77.80,  , 41.465978, 1.912145, 6.3
16:16:20, 2196, 1987, 78371, 2.30, 203.90, 7.94, 78.15,  ,  ,  , 6.3
16:16:21, 2203, 1994, 78310, 2.20, 166.80, 7.89, 78.45,  ,  ,  , 6.3
16:16:22, 2209, 2000, 78250, 1.55, 285.60, 7.83, 78.80,  , 41.465940, 1.912132, 6.4
16:16:23, 2215, 2006, 78191, 2.05, 163.30, 7.77, 79.10,  ,  ,  , 6.4
16:16:24, 2221, 2012, 78135, 0.05, 163.30, 7.69, 79.35,  ,  ,  , 6.3
16:16:25, 2227, 2018, 78080, 0.10, 163.30, 7.65, 79.55,  , 41.465930, 1.912128, 6.3
16:16:26, 2233, 2024, 78027,  ,  , 7.57, 79.80,  ,  ,  , 6.3
16:16:27, 2238, 2029, 77972,  ,  , 7.50, 79.95,  ,  ,  , 6.2
16:16:28, 2244, 2035, 77918,  ,  , 7.44, 80.10,  ,  ,  , 6.2
16:16:29, 2251, 2042, 77858, 1.15, 82.90, 7.39, 80.25,  ,  ,  , 6.2
16:16:30, 2257, 2048, 77800, 1.20, 75.60, 7.34, 80.45,  ,  ,  , 6.1
16:16:31, 2263, 2054, 77742, 0.05, 75.60, 7.26, 80.60,  , 41.465962, 1.912213, 6.1
16:16:33, 2277, 2068, 77611, 1.95, 336.80, 7.12, 80.95,  ,  ,  , 6.2
16:16:34, 2284, 2075, 77546, 1.95, 298.20, 7.06, 81.25, 23.00, 41.465992, 1.912202, 6.3
16:16:35, 2291, 2082, 77477, 1.90, 298.20, 7.01, 81.55,  ,  ,  , 6.3
16:16:36, 2298, 2089, 77413, 2.35, 272.80, 6.94, 81.85,  ,  ,  , 6.4
16:16:37, 2305, 2096, 77350, 1.40, 268.60, 6.90, 82.20,  , 41.465988, 1.912177, 6.5
16:16:38, 2311, 2102, 77287,  ,  , 6.81, 82.45,  ,  ,  , 6.5
16:16:39, 2318, 2109, 77223,  ,  , 6.75, 82.75,  ,  ,  , 6.6
16:16:40, 2325, 2116, 77160,  ,  , 6.70, 83.10,  ,  ,  , 6.7
16:16:41, 2331, 2122, 77110, 1.60, 85.10, 6.64, 83.40,  ,  ,  , 6.6
16:16:42, 2336, 2127, 77058, 1.00, 85.10, 6.59, 83.70,  ,  ,  , 6.6
16:16:43, 2342, 2133, 77006, 0.05, 85.10, 6.53, 84.05,  , 41.465967, 1.912147, 6.5
16:16:44, 2348, 2139, 76951, 0.05, 85.10, 6.50, 84.30,  ,  ,  , 6.5
16:16:45, 2353, 2144, 76896, 2.60, 280.80, 6.44, 84.55,  ,  ,  , 6.4
16:16:46, 2359, 2150, 76842, 0.05, 280.80, 6.38, 84.85,  , 41.465972, 1.912112, 6.3
16:16:47, 2366, 2157, 76776, 0.10, 280.80, 6.34, 85.15,  ,  ,  , 6.3
16:16:48, 2373, 2164, 76712, 0.15, 280.80, 6.27, 85.40,  ,  ,  , 6.3
16:16:49, 2380, 2171, 76648, 0.15, 280.80, 6.22, 85.70,  , 41.465963, 1.912110, 6.3
16:16:50, 2387, 2178, 76581, 0.15, 280.80, 6.17, 86.00,  ,  ,  , 6.4
16:16:51, 2395, 2186, 76513, 0.10, 280.80, 6.11, 86.25,  ,  ,  , 6.4
16:16:52, 2402, 2193, 76446, 0.10, 280.80, 6.06, 86.50,  , 41.465958, 1.912110, 6.4
16:16:53, 2408, 2199, 76385, 0.10, 280.80, 6.00, 86.75,  ,  ,  , 6.5
16:16:54, 2415, 2206, 76325, 0.05, 260.20, 5.96, 87.00,  ,  ,  , 6.6
16:16:55, 2421, 2212, 76266, 0.10, 260.20, 5.88, 87.15,  , 41.465955, 1.912090, 6.6
16:16:59, 2446, 2237, 76040,  ,  , 5.62, 87.65,  ,  ,  , 6.6
16:17:00, 2452, 2243, 75984,  ,  , 5.56, 87.75,  ,  ,  , 6.5
16:17:01, 2458, 2249, 75928,  ,  , 5.48, 87.90, 21.50,  ,  , 6.5
16:17:04, 2476, 2267, 75762, 1.65, 58.60, 5.33, 88.35,  , 41.466030, 1.912067, 6.3
16:17:05, 2482, 2273, 75706, 1.65, 58.60, 5.24, 88.50,  ,  ,  , 6.1
16:17:06, 2488, 2279, 75654, 2.05, 30.60, 5.18, 88.60,  ,  ,  , 6.0
16:17:07, 2493, 2284, 75602, 0.05, 30.60, 5.13, 88.75,  , 41.466053, 1.912072, 6.0
16:17:08, 2499, 2290, 75550, 0.05, 30.60, 5.07, 88.75,  ,  ,  , 6.0
16:17:09, 2505, 2296, 75496, 0.05, 30.60, 5.02, 88.85,  ,  ,  , 6.0
16:17:10, 2511, 2302, 75442, 0.15, 30.60, 4.94, 88.95,  , 41.466052, 1.912058, 6.0
16:17:11, 2516, 2307, 75394, 0.15, 30.60, 4.89, 89.00,  ,  ,  , 5.8
16:17:12, 2521, 2312, 75348, 0.10, 30.60, 4.86, 89.15,  ,  ,  , 5.8
16:17:13, 2526, 2317, 75302, 0.05, 30.60, 4.83, 89.35,  , 41.466077, 1.912037, 5.7
16:17:14, 2530, 2321, 75261, 0.15, 30.60, 4.80, 89.55,  ,  ,  , 5.6
16:17:15, 2535, 2326, 75219, 2.15, 202.80, 4.76, 89.80,  ,  ,  , 5.5
16:17:16, 2539, 2330, 75178, 0.05, 202.80, 4.71, 90.00,  , 41.466065, 1.912028, 5.3
16:17:17, 2544, 2335, 75133, 0.10, 202.80, 4.66, 90.20,  ,  ,  , 5.3
16:17:18, 2549, 2340, 75089, 0.15, 202.80, 4.63, 90.40,  ,  ,  , 5.2
16:17:19, 2554, 2345, 75046, 0.10, 202.80, 4.59, 90.60,  , 41.466067, 1.912020, 5.1
16:17:20, 2559, 2350, 75000,  ,  , 4.58, 90.75,  ,  ,  , 5.1
16:17:21, 2564, 2355, 74953,  ,  , 4.58, 90.95,  ,  ,  , 5.0
16:17:22, 2569, 2360, 74906,  ,  , 4.57, 91.20,  ,  ,  , 5.0
16:17:23, 2574, 2365, 74862, 0.10, 76.30, 4.57, 91.50,  ,  ,  , 4.9
16:17:24, 2579, 2370, 74820, 0.10, 76.30, 4.56, 91.75,  ,  ,  , 4.8
16:17:25, 2583, 2374, 74778, 0.15, 76.30, 4.56, 92.00,  , 41.466077, 1.912073, 4.8
16:17:26, 2588, 2379, 74731, 0.15, 76.30, 4.56, 92.25,  ,  ,  , 4.8
16:17:27, 2593, 2384, 74684, 2.15, 51.70, 4.56, 92.45,  ,  ,  , 4.9
16:17:28, 2599, 2390, 74638, 0.00, 51.70, 4.58, 92.65, 20.00, 41.466082, 1.912093, 4.9
16:17:30, 2609, 2400, 74542, 0.05, 45.40, 4.58, 93.05,  ,  ,  , 5.0
16:17:31, 2614, 2405, 74496, 1.80, 143.70, 4.57, 93.25,  , 41.466090, 1.912125, 5.0
16:17:34, 2630, 2421, 74352, 2.35, 134.30, 4.55, 93.60,  , 41.466048, 1.912168, 5.1
16:17:36, 2639, 2430, 74267, 1.40, 157.50, 4.50, 93.80,  ,  ,  , 5.1
16:17:37, 2644, 2435, 74226, 2.05, 93.60, 4.49, 93.90,  , 41.466023, 1.912237, 5.0
16:17:39, 2653, 2444, 74141, 2.30, 150.00, 4.43, 94.05,  ,  ,  , 5.0
16:17:40, 2658, 2449, 74098, 2.30, 285.20, 4.42, 94.15,  , 41.466012, 1.912228, 5.0
16:17:41, 2663, 2454, 74052,  ,  , 4.40, 94.20,  ,  ,  , 5.0
16:17:42, 2668, 2459, 74007,  ,  , 4.37, 94.20,  ,  ,  , 5.0
16:17:43, 2673, 2464, 73962,  ,  , 4.35, 94.30,  ,  ,  , 4.9
16:17:45, 2683, 2474, 73872, 5.10, 74.50, 4.29, 94.45,  ,  ,  , 4.9
16:17:46, 2688, 2479, 73828, 0.10, 74.50, 4.28, 94.50,  , 41.466033, 1.912360, 4.8
16:17:47, 2693, 2484, 73782, 0.10, 74.50, 4.27, 94.55,  ,  ,  , 4.8
16:17:48, 2698, 2489, 73736, 3.15, 73.00, 4.27, 94.60,  ,  ,  , 4.9
16:17:49, 2703, 2494, 73690, 2.60, 81.60, 4.26, 94.70,  , 41.466045, 1.912435, 4.9
16:17:50, 2710, 2501, 73629, 2.60, 95.00, 4.28, 94.80,  ,  ,  , 5.1
16:17:51, 2717, 2508, 73568, 2.60, 75.30, 4.26, 94.85,  ,  ,  , 5.3
16:17:52, 2724, 2515, 73508, 4.95, 106.20, 4.24, 94.95,  , 41.466050, 1.912547, 5.5
16:17:54, 2739, 2530, 73373, 5.50, 88.20, 4.20, 95.05,  ,  ,  , 5.9
16:17:55, 2746, 2537, 73306, 3.30, 117.70, 4.18, 95.05, 19.00, 41.466032, 1.912707, 6.1
16:17:56, 2755, 2546, 73223, 3.30, 117.70, 4.16, 95.05,  ,  ,  , 6.3
16:17:57, 2765, 2556, 73139, 5.25, 121.50, 4.15, 95.05,  ,  ,  , 6.5
